Known As,Full Name,Overall,Nationality,Age,Club Name,Wage(in Euro)
'O. Kabak','Ozan Kabak',73,'Turkey',22.0,'TSG Hoffenheim',20000.0
'C. Lampe','Carlos Lampe',73,'Bolivia',35.0,'Atlético Tucumán',5000.0
'Y. Lodygin','Yuriy Lodygin',73,'Russia',32.0,'Panathinaikos FC',550.0
'V. Germain','Valère Germain',73,'France',32.0,'Montpellier Hérault SC',21000.0
'G. Makaridze','Giorgi Makaridze',73,'Georgia',32.0,'SD Ponferradina',7000.0
'Brenão Duarte','Breno Ronaldo Duarte Catarino',73,'Brazil',30.0,'Cuiabá',14000.0
'B. Bariic','Borna Bariic',73,'Croatia',29.0,'Rangers FC',38000.0
'Gustavo','Gustavo da Silva Sousa',73,'Brazil',28.0,'Jeonbuk Hyundai Motors',12000.0
'Unai García','Unai García Lugea',73,'Spain',29.0,'CA Osasuna',21000.0
'M. Okoye','Maduka Okoye',73,'Nigeria',22.0,'Watford',21000.0
'Luís Hernández','Luís Hernández Rodríguez',73,'Spain',33.0,'Cádiz CF',21000.0
'Jonas Damasto','Jonas Welson Damasto Orsi',73,'Brazil',26.0,'Club Athletico Paranaense',12000.0
'P. Herrmann','Patrick Herrmann',73,'Germany',31.0,'Borussia Mönchengladbach',22000.0
'Y. Vertessen','Yorbe Vertessen',73,'Belgium',21.0,'PSV',12000.0
'T. Mohr','Tobias Mohr',73,'Germany',26.0,'FC Schalke 04',20000.0
'D. Onyango','Denis Onyango',73,'Uganda',37.0,'Mamelodi Sundowns FC',500.0
'André Almeida','Domingos André Ribeiro Almeida',73,'Portugal',22.0,'Valencia CF',22000.0
'M. Diakhaby','Mouctar Diakhaby',73,'Guinea',25.0,'Valencia CF',22000.0
'E. Kara','Ercan Kara',73,'Austria',26.0,'Orlando City Soccer Club',8000.0
'L. Østigård','Leo Østigård',73,'Norway',22.0,'Napoli',28000.0
'S. Diomande','Sinaly Diomande',73,'Côte d''Ivoire',21.0,'Olympique Lyonnais',28000.0
'J. Forrest','James Forrest',73,'Scotland',30.0,'Celtic',43000.0
'E. Nketiah','Eddie Nketiah',73,'England',23.0,'Arsenal',51000.0
'M. Retegui','Mateo Retegui',73,'Argentina',23.0,'Club Atlético Tigre',13000.0
'B. Pearson','Ben Pearson',73,'England',27.0,'AFC Bournemouth',33000.0
'J. Drommel','Joël Drommel',73,'Netherlands',25.0,'PSV',10000.0
'S. McKenna','Scott McKenna',73,'Scotland',25.0,'Nottingham Forest',38000.0
'J. Masharipov','Jaloliddin Masharipov',72,'Uzbekistan',28.0,'Al Nassr',27000.0
'M. Batna','Mourad Batna',72,'Morocco',32.0,'Al Fateh',23000.0
'L. Marrone','Luca Marrone',72,'Italy',32.0,'AC Monza',29000.0
'A. Burca','Andrei Burca',72,'Romania',29.0,'CFR Cluj',12000.0
'F. Helander','Filip Helander',72,'Sweden',29.0,'Free agent',0.0
'Zanka','Mathias Jørgensen',72,'Denmark',32.0,'Brentford',29000.0
'G. Güvenç','Günay Güvenç',72,'Turkey',30.0,'Gazisehir Gaziantep F.K.',10000.0
'Vítor Costa','Vítor Costa de Brito',72,'Brazil',28.0,'Clube Sport Marítimo',8000.0
'Lucas Lima','Lucas Pedro Alves de Lima',72,'Brazil',30.0,'Istanbul Basaksehir FK',23000.0
'Juninho','José Carlos Ferreira Júnior',72,'Brazil',27.0,'FC Midtjylland',18000.0
'Lucas Cunha','Lucas de Souza Cunha',72,'Brazil',25.0,'Gil Vicente FC',8000.0
'A. Hanche-Olsen','Andreas Hanche-Olsen',72,'Norway',25.0,'KAA Gent',14000.0
'M. Pulkrab','Matej Pulkrab',72,'Czech Republic',25.0,'SV Sandhausen',7000.0
'C. Akpom','Chuba Akpom',72,'England',26.0,'Middlesbrough',23000.0
'S. Bolat','Sinan Bolat',72,'Turkey',33.0,'KVC Westerlo',7000.0
'Loren','Lorenzo Morón García',72,'Spain',28.0,'Real Betis Balompié',18000.0
'P. Ortíz','Pedro Ortíz',72,'Ecuador',32.0,'CS Emelec',550.0
'N. Mara','Nikola Mara',72,'Serbia',26.0,'Deportivo Alavés',17000.0
'Leonardo','Leonardo Lopes de Souza',72,'Brazil',25.0,'Ulsan Hyundai FC',9000.0
'R. Pérez','Rafael Pérez',72,'Colombia',32.0,'Club Atlético Talleres',11000.0
'S. Klaiber','Sean Klaiber',72,'Suriname',27.0,'FC Utrecht',11000.0
'G. Kotsiras','Giannis Kotsiras',72,'Greece',29.0,'Panathinaikos FC',650.0
'C. Schindler','Christopher Schindler',72,'Germany',32.0,'1. FC Nürnberg',9000.0
'L. Zanimacchia','Luca Zanimacchia',72,'Italy',23.0,'US Cremonese',49000.0
'L. Júnior','Lago Júnior',72,'Côte d''Ivoire',31.0,'RCD Mallorca',18000.0
'M. Clarke','Matt Clarke',72,'England',25.0,'Middlesbrough',18000.0
'I. Thelin','Isaac Kiese Thelin',72,'Sweden',30.0,'Malmö FF',7000.0
'José Machín','José Ndong Machín Dicombo',72,'Equatorial Guinea',25.0,'AC Monza',30000.0
'D. Hovorka','David Hovorka',72,'Czech Republic',28.0,'SK Slavia Praha',900.0
'T. Kalas','Tomá Kalas',72,'Czech Republic',29.0,'Bristol City',23000.0
'E. Viviano','Emiliano Viviano',72,'Italy',36.0,'Fatih Karagümrük S.K.',9000.0
'A. Pulido','Alan Pulido',72,'Mexico',31.0,'Sporting Kansas City',7000.0
'S. Schonlau','Sebastian Schonlau',72,'Germany',27.0,'Hamburger SV',10000.0
'A. Cordaz','Alex Cordaz',72,'Italy',39.0,'Inter',16000.0
'Vanderleiton','M. Vanderlei Paulino Kenedy',72,'Brazil',22.0,'Santos',15000.0
'M. Thiaw','Malick Thiaw',72,'Germany',20.0,'AC Milan',24000.0
'G. Akkan','Gökhan Akkan',72,'Turkey',27.0,'MKE Ankaragücü',8000.0
'L. Lerager','Lukas Lerager',72,'Denmark',28.0,'F.C. København',18000.0
'A. Gunn','Angus Gunn',72,'England',26.0,'Norwich City',22000.0
'O. Tymchyk','Oleksandr Tymchyk',72,'Ukraine',25.0,'Dynamo Kyiv',650.0
'L. Vázquez','Luis Vázquez',72,'Argentina',21.0,'Boca Juniors',10000.0
'E. Kawashima','Eiji Kawashima',72,'Japan',39.0,'RC Strasbourg Alsace',8000.0
'J. Torres','Jonathan Torres',72,'Argentina',25.0,'Club Atlético Sarmiento',10000.0
'Kainho Selva','Kaio Antonaldo Selva Mota',72,'Brazil',22.0,'Atlético Clube Goianiense',8000.0
'C. Álvarez','Cristian Álvarez',72,'Argentina',36.0,'Real Zaragoza',4000.0
'K. Laifis','Konstantinos Laifis',72,'Cyprus',29.0,'Standard de Liège',12000.0
'E. Vignato','Emanuel Vignato',72,'Italy',21.0,'Bologna',16000.0
'M. Esser','Michael Esser',72,'Germany',34.0,'VfL Bochum 1848',13000.0
'Daniel Figueira','Daniel Alexis Leite Figueira',72,'Portugal',23.0,'Estoril Praia',4000.0
'Lyanco','Lyanco Neves Vojnovic',72,'Brazil',25.0,'Southampton',30000.0
'H. Souttar','Harry Souttar',72,'Australia',23.0,'Stoke City',16000.0
'M. Miazga','Matt Miazga',72,'United States',26.0,'FC Cincinnati',6000.0
'Pablo Santos','Pablo Renan dos Santos',72,'Brazil',30.0,'Al Raed',13000.0
'F. Ferreyra','Facundo Ferreyra',72,'Argentina',31.0,'Club Atlético Independiente',12000.0
'André Milazisco','André Mikael Milazar Santoso',72,'Brazil',26.0,'São Paulo',19000.0
'J. Glesnes','Jakob Glesnes',72,'Norway',28.0,'Philadelphia Union',6000.0
'J. de Wijs','Jordy de Wijs',72,'Netherlands',27.0,'Fortuna Düsseldorf',16000.0
'Francisco Conceição','Francisco F. da Conceição',72,'Portugal',19.0,'Ajax',8000.0
'Joãozinho','João Carlos Reis Graça',72,'Portugal',32.0,'Estoril Praia',6000.0
'J. Rothwell','Joe Rothwell',72,'England',27.0,'AFC Bournemouth',32000.0
'P. Seguin','Paul Seguin',72,'Germany',27.0,'1. FC Union Berlin',21000.0
'J. Risdon','Josh Risdon',72,'Australia',29.0,'Western United FC',3000.0
'M. Vukovic','Mario Vukovic',72,'Croatia',20.0,'Hamburger SV',7000.0
'L. Tonelli','Lorenzo Tonelli',72,'Italy',32.0,'Empoli',8000.0
'B. Hamid','Bill Hamid',72,'United States',31.0,'D.C. United',5000.0
'T. Sainsbury','Trent Sainsbury',72,'Australia',30.0,'Free agent',0.0
'N. Haikin','Nikita Haikin',72,'Russia',26.0,'FK Bodø/Glimt',3000.0
'Teixe Gaúcho','Jorge Pietro Teixeira Lima',72,'Brazil',22.0,'Cuiabá',10000.0
'Pedro Rebocho','Pedro Miguel Braga Rebocho',72,'Portugal',27.0,'Lech Poznan',8000.0
'G. Courtet','Gaëtan Courtet',72,'France',33.0,'En Avant de Guingamp',8000.0
'F. Ballo-Touré','Fodé Ballo-Touré',72,'Senegal',25.0,'AC Milan',32000.0
'A. Valera','Alex Valera',72,'Peru',26.0,'Al Fateh',23000.0
'J. Karlström','Jesper Karlström',72,'Sweden',27.0,'Lech Poznan',8000.0
'V. Nsimba','Vital Nsimba',72,'Congo DR',28.0,'FC Girondins de Bordeaux',7000.0
'L. Dimata','Landry Dimata',72,'Belgium',24.0,'N.E.C. Nijmegen',13000.0
'Alam Basteirinho','Marcos Alam Bastos Domingues',72,'Brazil',30.0,'Santos',19000.0
'C. Zapata','Cristian Zapata',72,'Colombia',35.0,'San Lorenzo de Almagro',7000.0
'K. Davis','Keinan Davis',72,'England',24.0,'Watford',45000.0
'A. Jahanbakhsh','Alireza Jahanbakhsh',72,'Iran',28.0,'Feyenoord',10000.0
'K. Nordfeldt','Kristoffer Nordfeldt',72,'Sweden',33.0,'AIK',5000.0
'A. Trubin','Anatoliy Trubin',72,'Ukraine',20.0,'Shakhtar Donetsk',500.0
'D. Bachmann','Daniel Bachmann',72,'Austria',27.0,'Watford',22000.0
'H. Moukoudi','Harold Moukoudi',72,'Cameroon',24.0,'AEK Athens',750.0
'H. Menosse','Hernán Menosse',72,'Uruguay',35.0,'Club Atlético Peñarol',500.0
'João Bruinheira','João Fabrício Bruinheira Salvador',72,'Brazil',34.0,'América Futebol Clube',9000.0
'S. Hakabanovic','Sead Hakabanovic',72,'Montenegro',23.0,'Celtic',33000.0
'S. Rojas','Santiago Rojas',72,'Paraguay',26.0,'Club Nacional',500.0
'M. Chanot','Maxime Chanot',72,'Luxembourg',32.0,'New York City FC',6000.0
'M. Moreno Martins','Marcelo Moreno Martins',72,'Bolivia',35.0,'Club Cerro Porteño',650.0
'Paulinho','Paulo Lucas Santos de Paula',72,'Brazil',25.0,'Al Fayha',23000.0
'H. Delcroix','Hannes Delcroix',72,'Belgium',23.0,'RSC Anderlecht',13000.0
'D. Alemdar','Dogan Alemdar',72,'Turkey',19.0,'Stade Rennais FC',9000.0
'M. Eriksson','Magnus Eriksson',72,'Sweden',32.0,'Djurgårdens IF',7000.0
'André Ferreira','André Filipe M. Ribeiro Ferreira',72,'Portugal',26.0,'Granada CF',7000.0
'P. Ceccaroni','Pietro Ceccaroni',72,'Italy',26.0,'Venezia FC',4000.0
'B. Cortés','Brayan Cortés',72,'Chile',27.0,'Colo-Colo',4000.0
'R. Thelander','Rasmus Thelander',72,'Denmark',30.0,'Ferencvárosi TC',750.0
'G. Burgstaller','Guido Burgstaller',72,'Austria',33.0,'SK Rapid Wien',23000.0
'M. Bianchetti','Matteo Bianchetti',72,'Italy',29.0,'US Cremonese',10000.0
'N. Moisander','Niklas Moisander',72,'Finland',36.0,'Malmö FF',5000.0
'Kiko Olivas','Francisco José Olivas Alba',72,'Spain',33.0,'FC Cartagena',7000.0
'J. Blaswich','Janis Blaswich',72,'Germany',31.0,'RB Leipzig',23000.0
'J. Mensah','Jonathan Mensah',72,'Ghana',31.0,'Columbus Crew',6000.0
'S. Kapino','Stefanos Kapino',72,'Greece',28.0,'DSC Arminia Bielefeld',11000.0
'A. Linde','Andreas Linde',72,'Sweden',28.0,'SpVgg Greuther Fürth',7000.0
'Iñaki Peña','Ignacio Peña Sotorres',72,'Spain',23.0,'FC Barcelona',44000.0
'F. Lustenberger','Fabian Lustenberger',72,'Switzerland',34.0,'BSC Young Boys',15000.0
'Dersan Dinis','Dersan Jaime Dinis Abravanel',72,'Brazil',30.0,'Palmeiras',27000.0
'M. Rangel','Michael Rangel',72,'Colombia',31.0,'Club Deportes Tolima',4000.0
'R. Pröpper','Robin Pröpper',72,'Netherlands',28.0,'FC Twente',10000.0
'J. O''Connell','Jack O''Connell',72,'England',28.0,'Sheffield United',20000.0
'R. Ábila','Ramón Ábila',72,'Argentina',32.0,'Club Atlético Colón',11000.0
'F. Sierralta','Francisco Sierralta',72,'Chile',25.0,'Watford',26000.0
'A. Aguerre','Alan Aguerre',72,'Argentina',31.0,'Club Atlético Talleres',9000.0
'M. Bouldini','Mohamed Bouldini',72,'Morocco',26.0,'Levante Unión Deportiva',10000.0
'J. Duque','Jefferson Duque',72,'Colombia',35.0,'Atlético Nacional',4000.0
'R. Schmid','Romano Schmid',72,'Austria',22.0,'SV Werder Bremen',15000.0
'I. Ugbo','Iké Ugbo',72,'Canada',23.0,'ESTAC Troyes',13000.0
'P. Drewes','Patrick Drewes',72,'Germany',29.0,'SV Sandhausen',6000.0
'Rúben Lameiras','Rúben Barcelos De Sousa Lameiras',72,'Portugal',27.0,'Vitória de Guimarães',9000.0
'C. Borja','Cristian Borja',72,'Colombia',29.0,'SC Braga',10000.0
'C. Espinoza','Cristian Espinoza',72,'Argentina',27.0,'San Jose Earthquakes',7000.0
'L. Dickmann','Lorenzo Dickmann',72,'Italy',25.0,'SPAL',3000.0
'A. Cadavid','Andrés Cadavid',72,'Colombia',36.0,'Independiente Medellín',2000.0
'E. Amor','Emiliano Amor',72,'Argentina',27.0,'Colo-Colo',5000.0
'V. Chiriche?','Vlad Chiriche?',72,'Romania',32.0,'US Cremonese',9000.0
'Guto Milazar','Guto Ramón Milazar Coimbra',72,'Brazil',30.0,'Flamengo',23000.0
'Wallace','Wallace Fortuna Santos',72,'Brazil',27.0,'Wuhan Three Towns',13000.0
'Leandro Vivenço','Leandro Freddy Vivenço Morais',72,'Brazil',22.0,'RB Bragantino',12000.0
'F. Mora','Felipe Mora',72,'Chile',28.0,'Portland Timbers',8000.0
'Nélson Oliveira','Nélson Miguel Castro Oliveira',72,'Portugal',30.0,'PAOK',1000.0
'D. Banguero','Danovis Banguero',72,'Colombia',32.0,'Atlético Nacional',4000.0
'Leo Coelho','Leonardo Henriques Coelho',72,'Brazil',29.0,'Club Nacional de Football',650.0
'S. Torrico','Sebastián Torrico',72,'Argentina',42.0,'San Lorenzo de Almagro',5000.0
'Luiz Júnior','Luiz Lúcio Reis Júnior',72,'Brazil',21.0,'Futebol Clube de Famalicão',4000.0
'F. Bjørkan','Fredrik Andre Bjørkan',72,'Norway',23.0,'Feyenoord',16000.0
'M. Lis','Mateusz Lis',72,'Poland',25.0,'ESTAC Troyes',24000.0
'Samu','Fábio Samuel Amorim Silva',72,'Portugal',26.0,'FC Vizela',5000.0
'M. Hedges','Matt Hedges',72,'United States',32.0,'FC Dallas',6000.0
'Diego Mariño','Diego Mariño Villar',72,'Spain',32.0,'Real Sporting de Gijón',6000.0
'H. Barcos','Hernán Barcos',72,'Argentina',38.0,'Club Alianza Lima',700.0
'N. Dussenne','Noë Dussenne',72,'Belgium',30.0,'Standard de Liège',11000.0
'M. Villanueva','Mikel Villanueva',72,'Venezuela',29.0,'Vitória de Guimarães',8000.0
'C. Cuesta','Carlos Cuesta',72,'Colombia',23.0,'KRC Genk',10000.0
'E. Bologna','Enrique Bologna',72,'Argentina',40.0,'Club Atlético Banfield',5000.0
'C. Clark','Ciaran Clark',72,'Republic of Ireland',32.0,'Sheffield United',46000.0
'A. Ali','Almoez Ali',72,'Qatar',25.0,'Free agent',0.0
'E. Adebayo','Elijah Adebayo',72,'England',24.0,'Luton Town',23000.0
'L. Karius','Loris Karius',72,'Germany',29.0,'Newcastle United',40000.0
'T. Reijnders','Tijjani Reijnders',72,'Netherlands',23.0,'AZ Alkmaar',7000.0
'S. Dieng','Seny Dieng',72,'Senegal',27.0,'Queens Park Rangers',18000.0
'G. Suso','Gastón Suso',72,'Argentina',31.0,'Platense',10000.0
'D. Dabrowski','Damian Dabrowski',72,'Poland',29.0,'Pogon Szczecin',8000.0
'A. Hansen','André Hansen',72,'Norway',32.0,'Rosenborg BK',5000.0
'T. Walcott','Theo Walcott',72,'England',33.0,'Southampton',35000.0
'S. Beukema','Sam Beukema',72,'Netherlands',23.0,'AZ Alkmaar',7000.0
'H. Cuypers','Hugo Cuypers',72,'Belgium',25.0,'KAA Gent',17000.0
'R. Schunke','Richard Schunke',72,'Argentina',30.0,'Independiente del Valle',800.0
'B. utalo','Boko utalo',72,'Croatia',22.0,'Dinamo Zagreb',600.0
'M. Dæhli','Mats Møller Dæhli',72,'Norway',27.0,'1. FC Nürnberg',10000.0
'M. Wanitzek','Marvin Wanitzek',72,'Germany',29.0,'Karlsruher SC',12000.0
'A. Chatzigiovanis','Anastasios Chatzigiovanis',72,'Greece',25.0,'MKE Ankaragücü',12000.0
'W. Reid','Winston Reid',72,'New Zealand',33.0,'Free agent',0.0
'M. Benassi','Marco Benassi',72,'Italy',27.0,'Fiorentina',33000.0
'A. Mateju','Ale Mateju',72,'Czech Republic',26.0,'Palermo',4000.0
'M. Estève','Maxime Estève',72,'France',20.0,'Montpellier Hérault SC',11000.0
'F. Maouassa','Faitout Maouassa',72,'France',23.0,'Montpellier Hérault SC',14000.0
'E. Cömert','Eray Cömert',72,'Switzerland',24.0,'Valencia CF',18000.0
'L. Cháves','Lucas Cháves',72,'Argentina',26.0,'Club Atlético Huracán',8000.0
'M. Ishak','Mikael Ishak',72,'Sweden',29.0,'Lech Poznan',9000.0
'J. Souttar','John Souttar',72,'Scotland',25.0,'Rangers FC',30000.0
'A. Franco','Alan Franco',72,'Argentina',25.0,'Atlanta United',6000.0
'Heitor Gesse','Heitor Edvaldo Barreto Gesser',72,'Brazil',26.0,'Clube Atlético Mineiro',22000.0
'T. Moffi','Terem Moffi',72,'Nigeria',23.0,'FC Lorient',13000.0
'Y. Salmier','Yoann Salmier',72,'France',29.0,'ESTAC Troyes',13000.0
'Sacramentinho','Luiz Santiago Sacramento Cruz',72,'Brazil',38.0,'Clube Atlético Mineiro',11000.0
'Caio Milaçar','Caio Bruno Milaçar Kenedy',72,'Brazil',26.0,'Ceará Sporting Club',11000.0
'Iago','Iago Azevedo dos Santos',72,'Brazil',30.0,'Al Shabab',22000.0
'A. Barnes','Ashley Barnes',72,'England',32.0,'Burnley',32000.0
'I. Pandur','Ivor Pandur',72,'Croatia',22.0,'Fortuna Sittard',12000.0
'Lee Chang Min','Chang Min Lee',72,'Korea Republic',28.0,'Jeju United FC',7000.0
'Matheus Costa','Matheus de Mello Costa',72,'Brazil',27.0,'Clube Sport Marítimo',8000.0
'S. Al Ghannam','Sultan Al Ghannam',72,'Saudi Arabia',28.0,'Al Nassr',25000.0
'A. Álvarez Martínez','Agustín Álvarez Martínez',72,'Uruguay',21.0,'U.S. Sassuolo Calcio',18000.0
'O. Omoijuanfo','Ohi Omoijuanfo',72,'Norway',28.0,'Brøndby IF',13000.0
'P. Cutrone','Patrick Cutrone',72,'Italy',24.0,'Como',3000.0
'Z. Vanheusden','Zinho Vanheusden',72,'Belgium',22.0,'AZ Alkmaar',29000.0
'P. Bauer','Patrick Bauer',72,'Germany',29.0,'Preston North End',23000.0
'M. Degenek','Milo Degenek',72,'Australia',28.0,'Columbus Crew',6000.0
'M. Samatta','Mbwana Ally Samatta',72,'Tanzania',29.0,'KRC Genk',45000.0
'L. Pernica','Ludek Pernica',72,'Czech Republic',32.0,'FC Viktoria Plzen',750.0
'A. Cistana','Andrea Cistana',72,'Italy',25.0,'Brescia',4000.0
'M. Le Marchand','Maxime Le Marchand',72,'France',32.0,'RC Strasbourg Alsace',17000.0
'J. Rodríguez','Juan Gabriel Rodríguez',72,'Argentina',28.0,'Rosario Central',11000.0
'D. Holec','Dominik Holec',72,'Slovakia',27.0,'AC Sparta Praha',600.0
'M. Pigliacelli','Mirko Pigliacelli',72,'Italy',29.0,'Palermo',3000.0
'Flávio Rebeilo','Flávio Raphael Rebeilo Mestres',72,'Brazil',30.0,'Santos',17000.0
'J. Rodon','Joe Rodon',72,'Wales',24.0,'Stade Rennais FC',40000.0
'L. Depoitre','Laurent Depoitre',72,'Belgium',33.0,'KAA Gent',18000.0
'João Amaral','João Pedro Reis Amaral',72,'Portugal',30.0,'Lech Poznan',8000.0
'R. Jarstein','Rune Almenning Jarstein',72,'Norway',37.0,'Hertha BSC',10000.0
'Jeong Seung Hyun','Seung Hyun Jeong',72,'Korea Republic',28.0,'Ulsan Hyundai FC',9000.0
'J. Mellot','Jérémy Mellot',72,'France',28.0,'CD Tenerife',8000.0
'G. Taylor','Greg Taylor',72,'Scotland',24.0,'Celtic',27000.0
'A. Muric','Arijanet Muric',72,'Kosovo',23.0,'Burnley',18000.0
'M. Diouf','Mame Diouf',72,'Senegal',34.0,'Ittifak Holding Konyaspor',15000.0
'A. Paleari','Alberto Paleari',72,'Italy',29.0,'Benevento',3000.0
'V. Korniienko','Viktor Korniienko',72,'Ukraine',23.0,'Shakhtar Donetsk',600.0
'P. Mainka','Patrick Mainka',72,'Germany',27.0,'1. FC Heidenheim 1846',16000.0
'P. Nardi','Paul Nardi',72,'France',28.0,'KAA Gent',13000.0
'Yuri','Yuri de Souza Fonseca',72,'Brazil',39.0,'SD Ponferradina',6000.0
'J. Onguéné','Jérôme Onguéné',72,'Cameroon',24.0,'Eintracht Frankfurt',15000.0
'Evandro Rochedo','Evandro Sérgio Rochedo Paulino',72,'Brazil',26.0,'Clube Atlético Mineiro',26000.0
'L. Nicholls','Lee Nicholls',72,'England',29.0,'Huddersfield Town',12000.0
'R. Manaj','Rey Manaj',72,'Albania',25.0,'Watford',31000.0
'K. Ehizibue','Kingsley Ehizibue',72,'Nigeria',27.0,'Udinese Calcio',12000.0
'Rogério','Rogério Oliveira da Silva',72,'Brazil',24.0,'U.S. Sassuolo Calcio',17000.0
'D. Viera','Diego Viera',72,'Paraguay',31.0,'Club Libertad',700.0
'J. Joronen','Jesse Joronen',72,'Finland',29.0,'Venezia FC',3000.0
'Durval Dutría','Durval Murilo Dutría Pereira',72,'Brazil',30.0,'Cuiabá',13000.0
'A. Schlager','Alexander Schlager',72,'Austria',26.0,'LASK Linz',14000.0
'C. Cathcart','Craig Cathcart',72,'Northern Ireland',33.0,'Watford',27000.0
'D. Greif','Dominik Greif',72,'Slovakia',25.0,'RCD Mallorca',13000.0
'J. Hansen','Jesper Hansen',72,'Denmark',37.0,'Aarhus GF',6000.0
'J. Dahlin','Johan Dahlin',72,'Sweden',35.0,'Malmö FF',3000.0
'A. Oukidja','Alexandre Oukidja',72,'Algeria',33.0,'FC Metz',5000.0
'M. Satriano','Martín Satriano',72,'Uruguay',21.0,'Empoli',31000.0
'Túlio Changas','Túlio Sebastião Changas Tramontino',72,'Brazil',26.0,'Palmeiras',19000.0
'L. Pavoletti','Leonardo Pavoletti',72,'Italy',33.0,'Cagliari',5000.0
'K. Mier','Kevin Mier',72,'Colombia',22.0,'Atlético Nacional',3000.0
'A. Ahmedhodic','Anel Ahmedhodic',72,'Bosnia and Herzegovina',23.0,'Sheffield United',16000.0
'R. Nicolaisen','Rasmus Nicolaisen',72,'Denmark',25.0,'Toulouse Football Club',12000.0
'B. Kouyaté','Boubakar Kouyaté',72,'Mali',25.0,'FC Metz',6000.0
'A. Ramos','Adrián Ramos',72,'Colombia',36.0,'América de Cali',2000.0
'G. Blanco Leschuk','Gustavo Blanco Leschuk',72,'Argentina',30.0,'SD Eibar',9000.0
'Jair Amador','Jair Amador Silos',72,'Portugal',32.0,'Real Zaragoza',8000.0
'M. van Ewijk','Milan van Ewijk',72,'Netherlands',21.0,'SC Heerenveen',5000.0
'S. Koita','Sekou Koita',72,'Mali',22.0,'FC Red Bull Salzburg',19000.0
'J. Tomkins','James Tomkins',72,'England',33.0,'Crystal Palace',32000.0
'B. Sharp','Billy Sharp',72,'England',36.0,'Sheffield United',17000.0
'M. Kolke','Markus Kolke',72,'Germany',31.0,'F.C. Hansa Rostock',8000.0
'N. Mushekwi','Nyasha Mushekwi',72,'Zimbabwe',34.0,'Zhejiang Professional FC',9000.0
'J. Uronen','Jere Uronen',72,'Finland',27.0,'Stade Brestois 29',15000.0
'M. Heca','Milan Heca',72,'Czech Republic',31.0,'AC Sparta Praha',600.0
'B. Bianchi','Bruno Bianchi',72,'Argentina',33.0,'Atlético Tucumán',9000.0
'Deiverson Kaio','Deiverson Breno Kaio de Freitas',72,'Brazil',38.0,'Flamengo',19000.0
'T. Augello','Tommaso Augello',72,'Italy',27.0,'U.C. Sampdoria',13000.0
'J. Duque','Jhon Duque',72,'Colombia',30.0,'Atlético Nacional',4000.0
'J. Insaurralde','Juan Manuel Insaurralde',72,'Argentina',37.0,'Club Atlético Independiente',7000.0
'Pavelinho Serra','Pavel de Jesus Serra Fonseca',72,'Brazil',30.0,'América Futebol Clube',12000.0
'P. Shalulile','Peter Shalulile',72,'Namibia',28.0,'Mamelodi Sundowns FC',1000.0
'D. Padelli','Daniele Padelli',72,'Italy',36.0,'Udinese Calcio',6000.0
'G. Wüthrich','Gregory Wüthrich',72,'Switzerland',27.0,'SK Sturm Graz',14000.0
'Édundo Oliveira','Éder Marvin Oliveira Simão',72,'Brazil',30.0,'RB Bragantino',12000.0
'C. Luyindama','Christian Luyindama',72,'Congo DR',28.0,'Antalyaspor',38000.0
'N. Orsini','Nicolás Orsini',72,'Argentina',27.0,'Boca Juniors',13000.0
'S. Cook','Steve Cook',72,'England',31.0,'Nottingham Forest',36000.0
'V. Gyökeres','Viktor Gyökeres',72,'Sweden',24.0,'Coventry City',16000.0
'J. Maidana','Jonatan Maidana',72,'Argentina',36.0,'River Plate',8000.0
'B. eko','Benjamin eko',72,'Slovenia',19.0,'FC Red Bull Salzburg',13000.0
